N,News Agency in English,News Agency in arabic,Main Category EN,Main Category AR,Sub Category En,Sub Category AR,Catergory en - internal only,Catergory ar - internal only,Category -EN,Category - AR,Platform -EN,Platform - AR,Media or Text - EN,Media or Text - AR,Hyper link,Urgency,rate from 1 - 5,status,Quality,Publish ?,license Owner,Manager,
206,brka news,موقع بركه,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Media news,أخبار ميديا,https://brkaq8.com/category/%d9%85%d8%ac%d9%84%d8%b3-%d8%a7%d9%84%d8%a3%d9%85%d8%a9,Medium ,3,active,high ,yes,أحمد بركه وحيش المطيري,أحمد بركه وحيش المطيري,
207,brka news,موقع بركه,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,"news, interviews and reports",أخبار ولقاءات وبرامج وتقارير,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/channel/UCTi8psESjWmnU-ZVnPkK_sg/videos,Medium ,3,active,medium,yes,أحمد بركه وحيش المطيري,أحمد بركه وحيش المطيري,
208,snn,اس ان ان,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,mixed news - local & global,أخبار محلية وعالمية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/snnkwt,Very High,5,active,high ,yes,عبدالوهاب عارف عبدالوهاب العيسى,عبدالوهاب عارف عبدالوهاب العيسى,
209,snn,اس ان ان,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/channel/UCY3vqYjh5f0j21kxt_iS6fg/videos,Medium ,3,active,high ,yes,عبدالوهاب عارف عبدالوهاب العيسى,عبدالوهاب عارف عبدالوهاب العيسى,
210,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار ,https://alerada.net/category/kuwait,Medium ,3,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
211,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,parliament,أخبار مجلس الأمة,Website,موقع الكتروني,Text news,أخبار ,https://alerada.net/category/oma,Low ,2,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
212,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,economic news,أخبار إقتصادية,Website,موقع الكتروني,Text news,أخبار ,https://alerada.net/category/economy,Low ,2,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
213,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,sport news, أخبار رياضية,Website,موقع الكتروني,Text news,أخبار ,https://alerada.net/category/sport,Low ,2,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
214,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,articles,مقالات و آراء,Website,موقع الكتروني,Text news,أخبار ,https://alerada.net/category/articles,Medium ,3,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
215,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,culture news,مجتمع وأنشطة,Website,موقع الكتروني,Text news,أخبار ,https://alerada.net/category/other/community,Low ,2,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
216,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,"news, interviews and reports",أخبار ولقاءات وبرامج وتقارير,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/user/AleradaNews/videos,High,4,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
217,alerada news,صحيفة الإرادة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/aleradanews,Very High,5,active,high ,yes,محمد ظافر دوشي العراده,محمد ظافر دوشي العراده,
218,TfTeeeSH,تفتيش الكويت,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/tfteeesh,Very High,5,active,high ,yes,بدر عبدالله ابراهيم الخلف,بدر عبدالله ابراهيم الخلف,
219,TfTeeeSH,تفتيش الكويت,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Youtube,يوتيوب,Media news,أخبار ميديا,https://www.youtube.com/channel/UC0aqwHnCfqAJg_rCd7Ax0Yg/videos,Medium ,3,active,high ,yes,بدر عبدالله ابراهيم الخلف,بدر عبدالله ابراهيم الخلف,
220,albayda,البيداء,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,mixed news - local & global,أخبار محلية وعالمية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/albaydanews,Very High,3,active,medium ,yes,ثامر محمد مطلق الصواغ,ثامر محمد مطلق الصواغ,
221,alhasela,صحيفة وقناة الحصيلة,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/alhasela,Very High,3,active,medium ,yes,سعيد غانم سعيد العماني,عبير عبدالمحسن مكي الجمعه,
222,wsm news,وسم نيوز,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Twitter,تويتر,Mixed media and Text,متنوع ,https://twitter.com/news_wsm,Very High,3,active,medium ,yes,عمر فهد هديبان الرشيدي,عمر فهد هديبان الرشيدي,
223,kathima newspaper,جريدة كاظمة الالكترونية,NewsAgency News,أخبار  الصحف ,Electronic News Agency,صحف الكترونية,Electronic News Agency,صحف الكترونية,local news,أخبار محلية,Website,موقع الكتروني,Text news,أخبار ,https://www.kathima.com/category/%d9%85%d8%ad%d9%84%d9%8a%d8%a7%d8%aa/,Very Low,2,active,medium ,yes,عامر عقله غيث الظفيري,عامر عقله غيث الظفيري,
